petAge,petGender,petBreed,PetCancerSuspect,Note,PetRiskValue
1/2/21,FS,Bernese Mountain Dog,Yes,BMDs are genetically at risk for cancer ,-0.026
27/12/2016,FS,German Shepherd Dog,No,atopy obesity ,-0.026
1/4/19,MN,Belgian Shepherd Dog,Yes,"2"" lump under the skin top/left hip",-0.026
5/3/16,MN,Boston Terrier,No,Boosie has had some weight loss and we have a worried mother. ,-0.026
15/07/2024,M,Australian Shepherd,No,NA,-0.025
10/1/12,MN,Siberian Husky,Yes,Is under treatment for Oral Melanoma which had been clear for 3 years. A new Liver ultrasound indicates some 1cm nodules. The Oncology group does NOT suspect Melanoma. So we are looking for other possibilities!,-0.025
30/07/2013,MN,Rottweiler,Yes,ADR,-0.025
1/5/12,MN,West Highland White Terrier,Yes,digestive issues,-0.025
2/10/20,MN,Bernese Mountain Dog,No,NA,-0.025
28/09/2016,MN,Golden Retriever,No,NA,-0.025
NA,F,Labrador Retriever,Yes,Liver issues ,-0.025
12/11/19,M,Golden Retriever,Yes,Checking for early cancer screening healthy now,-0.025
3/11/10,FS,NA,Yes,Diagnosed 4 years ago with MCT treated. Now weight loss nausea and weakness,-0.025
10/12/11,F,terrier boxer mutt,No,NA,-0.025
16/05/2016,FS,NA,No,NA,-0.025
11/11/21,FS,Border Collie,No,NA,-0.024
2/4/21,FS,Chow Chow,Yes,CHRONIC digestive issues,-0.024
1/6/15,FS,Siberian Husky,No,Inflammation allergies frequent ear infections,-0.024
9/11/20,FS,Goldendoodle,No,Wellness check,-0.024
11/10/17,MN,German Short- Haired Pointing Dog,No,NA,-0.024
1/1/12,FS,other,No,Weight loss cough,-0.024
24/09/2016,MN,mutt,Yes,NA,-0.024
17/02/2017,FS,Mixed,No,NA,-0.024
31/12/1207,NA,Siberian Husky,No,NA,-0.024
1/8/20,MN,NA,No,Normal,-0.023
1/1/72,MN,Shorkie,No,I am doing this as a wellness screening as Whiskey is turning 8 years old this year. ,-0.023
8/1/23,FS,Husky mix,No,Tested positive for heartworm 1/25. Occasionally cold ears and pale gums but acts normal ,-0.023
NA,M,Labrador Retriever,No,NA,-0.023
1/8/20,FS,Greyhound,No,None,-0.023
1/2/25,MN,Yorkshire Terrier,No,None just getting older. ,-0.023
17/02/2019,MN,Golden Retriever,Yes,Allergies ,-0.023
5/1/17,MN,Blue Heeler Pitbull Border Collie,Yes,Floyd has been developing lumps over the past few years he's got like 5 of them now. 2 of the bumps kind of worry me because they feel very hard and attached on. He seems healthy overall though,-0.023
6/7/17,F,Staffordshire Bull Terrier,No,None -just had a full blood run and my vet said healthy ! This is strictly precautionary !!,-0.023
14/04/2012,M,American Pit Bull Terrier,Yes,Anal swelling and nodule,-0.023
15/04/2021,MN,Labrador Retriever,No,Age failing appetite and mobility,-0.023
28/12/2014,M,Golden Retriever,No,Sensitive Skin and history of some gastrointestinal issues - In picture Finn is the darker golden in the back,-0.023
29/01/2013,M,German Short- Haired Pointing Dog,Yes,Coughing arthritis & masses in chest reported on 6/3/24,-0.023
15/12/2019,FS,Golden Retriever,No,None,-0.023
31/12/2018,MN,Golden Retriever,No,NA,-0.022
5/8/20,M,Labrador Retriever,No,NA,-0.022
20/08/2020,FS,Australian Shepherd,No,Marley had cancer back in 2023 in her mouth on her gums they removed quite a bit of the bottom of her jaw. Took her back a year later for recheck and all was good and they did get all the cancer with the first surgery. ,-0.022
15/05/2009,NA,Cavalier King Charles Spaniel,No,He’s 16,-0.022
17/07/2000,M,Bulldog,No,Generally in good shape. A little hair loss on base of tail and he gets irritated in his facial folds sometimes.,-0.022
22/07/2018,FS,Poodle,No,NA,-0.022
24/06/2023,M,French Bulldog,No,N/a,-0.022
4/5/21,M,German Short- Haired Pointing Dog,No,IBD also screening for cancer.,-0.022
28/02/2017,MN,Labrador Retriever Mix,Yes,Weight loss reduced appetite lethargy,-0.022
12/7/16,F,German Shepherd Dog,No,NA,-0.022
11/11/12,M,Giant Schnauzer,Yes,Left Flank Area: Approximately 2 cm diameter subcutaneous freely movable nonpainful mass. Newly noted. Between Scrotum and Right Leg: Approximately 0.5 cm soft to firm subcutaneous fully movable nonpainful mass. Left Axial Area (caudal to scapula): Approximately 2 x 1 x 1.5 cm subcutaneous fully movable soft nonpainful mass. Left Elbow: Approximately 3 cm diameter 3 x 3 x 3 cm firm cutaneous freely movable not obviously painful mass. Right Side Ribcage Area: Approximately 2 cm freely movable nonpainful mass. Left Ear Inner Pinna: Approximately 2 mm cutaneous pale white mass. Left Tarsus: Approximately 1 cm diameter cutaneous to subcutaneous removable firm nonpainful mass. Left Antebrachium (proximal portion): Approximately 3 mm soft cutaneous nonpainful pale mass. Left Tarsus Lateral Aspect: Approximately 1 cm diameter cutaneous to subcutaneous similar to other mass on tarsus nonpainful fairly movable mass.,-0.022
26/07/2015,F,keeshond,No,Skin issues pre-Cushing’s disease overweight sire died early of some sort of tumor,-0.022
5/7/13,FS,Australian Cattle Dog,Yes,Spleen was removed 2/2024. ,-0.022
1/12/10,NA,Golden Retriever,Yes,Falling,-0.022
21/04/2013,F,Yorkshire Terrier,No,NA,-0.022
2/6/10,MN,Xoloitzcuintle,No,NA,-0.022
7/8/20,FS,Labrador Retriever,No,NA,-0.022
18/07/2018,MN,Australian Shepherd,No,Heart murmur (hx mitral valve regurgitation and trace tricuspid valve regurgitation) hypertension,-0.021
5/3/21,M,Golden Retriever,No,Allergies overweight,-0.021
1/12/15,MN,Pyrenean Mountain Dog,No,Arthritis,-0.021
30/03/2015,F,Bernese Mountain Dog,No,NA,-0.021
23/08/2011,MN,Chihuahua,No,NA,-0.021
21/09/2023,M,French Bulldog,Yes,N/a,-0.021
11/5/18,MN,American Staffordshire Terrier,No,NA,-0.021
18/08/2012,M,Staffordshire Bull Terrier,No,NA,-0.021
8/4/17,M,Rottweiler,Yes,losing a lot of weight in a short period of time,-0.021
1/5/24,F,Chihuahua,Yes,Cancer concern ,-0.021
1/11/16,MN,German Shepherd Dog,Yes,Had a splenectomy anemic,-0.021
31/05/2015,MN,small poodle mix,No,GI issues,-0.021
17/07/2017,FS,French Bulldog,No,NA,-0.021
27/06/2015,MN,Shepherd mix,Yes,heart base mass found on echo,-0.021
1/4/24,MN,Dobermann,Yes,Opie has gotten bumps and lumps on his body recently and we are very concerned. ,-0.021
25/02/2018,FS,Siberian Husky,No,https://oncotect-prod.sfo3.digitaloceanspaces.com/oncotect-prod/1699135420367-Medical%20Records%20Summary%20-%202023-10-02T083834.091.pdf,-0.021
3/4/17,FS,pit bull x,No,NA,-0.02
1/5/18,NA,mix,No,NA,-0.02
3/12/20,FS,Golden Retriever,No,NA,-0.02
6/6/15,M,Labrador Retriever,Yes,Mitral valve disease liver issues splenic mass,-0.02
8/12/18,FS,Bernese Mountain Dog,No,NA,-0.02
3/3/19,FS,Labrador Retriever,No,NA,-0.02
1/9/15,MN,Newfoundland,Yes,frequent urination with difficulty voiding completely,-0.02
1/10/15,FS,Chihuahua,Yes,Identified liver mass of unknown behavior,-0.02
17/01/2017,NA,Australian Shepherd,No,Mast cell tumors,-0.02
11/4/15,F,German Shepherd Dog,Yes,NA,-0.02
17/05/2023,FS,Doodle,No,Concerning mass on hip that was removed,-0.02
17/12/2016,NA,Golden Retriever,Yes,None,-0.02
22/07/2019,MN,German Shepherd Dog,No,Liver test neg but strange symptoms still,-0.019
22/12/2015,M,schnoodle ,No,Lethargic and feverish . Been to vet . I just wanna be sure..,-0.019
15/12/2012,FS,Poodle,No,NA,-0.019
6/2/17,MN,Great Swiss Mountain Dog,No,NA,-0.019
22/06/2016,MN,Poodle,Yes,Cancer screening age  breed is Mini Goldendoodle F2B,-0.019
1/3/14,M,German Shepherd Dog,No,He's a shepherd/chow mix been very healthy but did start life as a Parvo puppy. We just want to make sure we're catching any signs of early disease as he gets older.,-0.019
17/05/2017,FS,Shiba,No,ASA IV,-0.019
5/7/24,F,Australian Cattle Dog,Yes,My dognis about 9 years old. Your system would not take any form of thre estimated birthdate. ,-0.019
25/06/2012,M,pomeranian,No,NA,-0.019
15/11/2017,FS,goldendoodle,Yes,Mass in cranial ventral thorax,-0.019
23/06/2016,FS,Havanese,Yes,NA,-0.019
1/4/12,FS,Beagle,Yes,Her ultrasound shows a spleen mass we need to know if it’s cancer,-0.019
6/2/10,M,Border Collie,No,Border Collie Lab mix. He has been on Phenobarbital long term for Seizure control. He also takes Enalapril for his kidneys. He take denamarin for liver support and is on a Rx kidney diet.   ,-0.019
21/06/2016,F,Golden Retriever,No,NA,-0.019
6/2/20,NA,Siberian Husky,No,NA,-0.019
28/07/2014,FS,Mixed breed ,No,https://oncotect-prod.sfo3.digitaloceanspaces.com/oncotect-prod/1698084657981-Garden%20State%20Records.pdf,-0.019
14/02/2017,FS,Labrador Retriever,No,NA,-0.019
11/5/16,FS,Miniature Schnauzer,Yes,Allergies food sensitivity muscle loss cancer survivor,-0.018
24/05/2018,FS,American Staffordshire Terrier,No,General wellness check,-0.018
15/09/2018,M,Collie Rough,No,GI issues,-0.018
12/6/20,F,Siberian Husky,No,There are no health concerns just trying to make sure there is nothing wrong with her. ,-0.018
27/09/2017,FS,American Cocker Spaniel,No,None,-0.018
25/04/2018,M,goldendoodle,No,none,-0.018
11/6/21,FS,Golden Retriever,No,GI upset common.,-0.018
13/02/2014,FS,Boxer,No,NA,-0.018
18/11/2018,MN,Golden Retriever,No,NA,-0.018
01/01/1012,FS,Retriever Mix,No,NA,-0.018
22/11/2020,M,VEO,No,NA,-0.018
22/11/2020,F,Bullmastiff,No,NA,-0.018
29/06/2016,MN,Labrador Retriever,Yes,Brother with mast cell cancer,-0.017
18/03/2018,MN,Bullmastiff,No,osteoarthritis,-0.017
12/6/13,FS,Labrador Retriever,No,Senior wellness hypothyroid multiple lipomas musculoskeletal pain and stiffness,-0.017
11/9/18,FS,Rottweiler,Yes,ADR,-0.017
23/04/2013,FS,Boykin,No,elevated WBC,-0.017
22/04/2017,MN,Goldendoodle,No,He’s been more lethargic than normal. He has a history of throwing up regularly,-0.017
10/12/15,M,Labrador Retriever,No,Senior dog with arthritis. He is closely related to the dog we recently lost from Hemangiosarcoma of the spleen.,-0.017
5/4/22,MN,Golden Retriever,No,No health concerns - lost previous golden to cancer and want to be proactive in finding potential cancer concerns,-0.017
1/7/12,MN,American Staffordshire Terrier,No,7/21/23: Skin tumor 12/23/23: Benign tumor (R front foot & Left eyelid) 12/18/23: OncoK9 test Low probability ,-0.017
18/12/2011,FS,Dachshund,Yes,Coughing and  various lumps,-0.017
26/11/2021,F,Poodle,No,exposure to treated neighbors' yards,-0.017
3/7/20,M,Golden Retriever,Yes,None ,-0.017
14/11/2013,M,papillion,Yes,Nasal congestion ,-0.017
14/04/2015,M,Catalan Sheepdog,No,None,-0.017
21/04/2008,NA,Pekingese,Yes,Bad liver kidney and other issues,-0.017
8/7/24,MN,German Shepherd Dog,No,Has had multiple antibiotic resistant skin infections and many uti’s also on immunosuppressive meds,-0.017
17/04/2014,MN,Pomeranian & Bishon,No,He had a couple masses removed and biopsied and one of them turned out to be hemangiothelioma; and after a CT scan he has two swollen lymph nodes inside his body. ,-0.017
13/01/2017,MN,Great Dane,No,Annual,-0.017
10/1/21,M,Portuguese Water Dog,Yes,Both of his parents died from cancer and 1 of his 4 siblings died from cancer at age 2.,-0.017
4/10/11,MN,Yorkshire Terrier,Yes,History of Melanoma in 2023.  Removed via digital amputation.  Currently has a melanocytic growth on right flank (stable per RDVM).  Lately has been having urinary accidents at night.  Proteinuria observed.,-0.017
11/11/16,F,Golden Retriever,No,NA,-0.017
14/02/2013,MN,Parson Russell Terrier,No,NA,-0.017
1/11/23,MN,Yorkshire Terrier,No,NA,-0.017
21/02/2018,FS,American Pit Bull Term and English Bulldog,Yes,NA,-0.016
1/11/21,NA,Pomeranian,No,Lumps on skin ,-0.016
14/02/2018,MN,Shih Tzu,Yes,Allergy,-0.016
18/07/2018,FS,Golden Retriever,No,Hypothyroidism and mother passed away at 7 years old from osteosarcoma ,-0.016
1/1/17,F,Golden Retriever,Yes,NA,-0.016
3/2/14,M,Golden Retriever,No,Sebastian has IBD Arthritis and High White Blood Cells without a known origin ,-0.016
25/06/2022,M,German Short- Haired Pointing Dog,No,Cancer screening,-0.016
15/04/2016,FS,American Staffordshire Terrier,No,NA,-0.016
14/06/2013,FS,Rottweiler,Yes,History of recurring UTI with kidney infection. Two full litter mates died of different cancers. One with bone cancer and another with oral melanoma. So this test is for both wellness screening and cancer screening,-0.016
2/11/11,MN,American Cocker Spaniel,Yes,Toby has a about 3 lumps that are suspicious.,-0.016
4/2/14,MN,American Staffordshire Terrier,No,He does have two under the skin lumps but excellent bloodwork and good xrays,-0.016
27/12/2014,M,Boston Terrier,Yes,NA,-0.016
24/08/2016,M,Golden Retriever,No,weight loss,-0.016
5/9/14,M,Pug,Yes,possible mediastinal lymphoma,-0.016
10/10/18,FS,Shih Tzu,Yes,Scratching/itching/licking of skin skin tag lens in the eye was luxating into the anterior chamber,-0.016
12/7/16,FS,Lab mix,No,NA,-0.016
1/1/11,FS,Australian Cattle Dog,No,NA,-0.016
16/04/2010,F,American Staffordshire Terrier,Yes,Puked blood black(bloody) diarrhea weight loss lethargy ,-0.016
8/1/18,MN,australian shepherd mix,No,NA,-0.016
28/11/2011,MN,Mixed,No,NA,-0.016
1/1/17,MN,Australian Shepherd,No,Left eye iris pre melonoma treated with diode laser; no active concerns ,-0.015
14/08/2014,FS,mix,No,Tendonitis,-0.015
6/12/18,MN,Shiba,No,Environmental Allergies,-0.015
18/12/2015,FS,Bouvier Des Flandres,Yes,more tired less enthusiastic about eating panting sometimes when not hot and not exercising; and screening labs showed OK CBC and OK CMP but a CRP sky high which in people means serious inflammatory disease including cancer  ,-0.015
2/6/14,F,Labrador Retriever,Yes,NA,-0.015
14/11/2015,MN,Dachshund,No,Ongoing dental disease,-0.015
15/04/2015,FS,Labrador Retriever,No,HX of lipomas;sq growths ,-0.015
16/10/2014,M,Siberian Husky,Yes,some mass in different parts of body,-0.015
12/11/16,MN,Boxer,No,NA,-0.015
7/12/19,FS,Golden Retriever,No,Being a Golden Retriever,-0.015
15/12/2013,M,Shepherd Mix,No,Aging,-0.015
28/10/2017,MN,Greyhound,Yes,Bone lysis proximal left humerus on rads,-0.015
15/03/2018,MN,Labrador Retriever,No,none,-0.015
1/6/15,MN,Lab/golden/chow,Yes,Weight loss mild abdominal distention,-0.015
1/3/24,FS,Scottish Terrier,No,NA,-0.015
12/2/14,FS,Shih Tzu,Yes,She’s had severe tracheal collapse the 2 years I’ve had her. And now she’s developed eye issues that are suspected to be caused by cancer. ,-0.015
12/4/17,FS,pomeranian,No,No concerns . Just preventative and screening,-0.015
18/01/2014,MN,Golden Retriever,Yes,cancer screening masses muscle atrophy anxiety cognitive dysfunction ,-0.015
4/7/08,FS,Labrador Retriever,No,arthritis weight loss,-0.015
22/12/2014,FS,French Bulldog,No,Overall health check due to her age,-0.015
10/10/22,F,american bully,No,NA,-0.015
6/12/19,MN,Golden Retriever,No,No concerns,-0.014
4/8/13,MN,Chihuahua,No,NA,-0.014
14/04/2017,MN,Norfolk Terrier,Yes,Lump which may be a fatty tumor,-0.014
10/11/08,MN,Mixed breed,Yes,History of hemangiosarcoma,-0.014
27/08/2016,FS,Golden Retriever,No,NA,-0.014
31/07/2013,MN,Australian Shepherd,No,NONE,-0.014
16/11/2019,M,Golden Retriever,Yes,Seems healthy but a bit overweight and a Golden which they are prone to cancer,-0.014
1/1/60,FS,Caucasian Shepherd Dog,No,None,-0.014
23/08/2011,FS,Miniature American Shepherd,Yes,As of Jan 2024 Kaylee is suffering from the following: Protein-losing nephropathy Polydipsia Iris pigmentation abnormal Hypothyroid Skin tags Lipoma Arthritis Urinary Incontinence,-0.014
NA,FS,Great Dane,No,NA,-0.013
9/4/17,FS,Weimaraner,Yes,Growth on toe next to nail,-0.013
26/04/2022,F,Golden Retriever,No,NA,-0.013
25/09/2017,MN,Great Dane,No,None ,-0.013
2/12/13,FS,Poodle Mix,No,NA,-0.013
15/03/2011,FS,potcake,No,NA,-0.013
1/5/24,MN,Jack Russell Terrier,No,NA,-0.013
18/11/2014,FS,Labrador Retriever,No,Obesity ,-0.013
25/01/2012,MN,Welsh Corgi (Pembroke),No,N/A,-0.013
30/05/2018,MN,Italian Spinone,No,None,-0.013
28/10/2009,F,Chinese Crested Dog,Yes,Cardiac hypertension unexpected and unexplained weight loss ,-0.013
1/7/13,FS,Catahula,No,Torn ACL,-0.013
22/10/2016,FS,NA,Yes,NA,-0.013
15/04/2017,M,Staffordshire Bull Terrier,No,Allergies Arthritis,-0.013
8/5/14,MN,Golden Retriever,Yes,Sam has been cleared medically but continues to drip blood from his anus.,-0.013
17/06/2011,FS,West Highland White Terrier,No,NA,-0.013
31/07/2016,MN,Golden Retriever,No,n/a,-0.013
24/06/2014,MN,Beagle,No,NA,-0.012
5/6/19,F,Labrador Retriever,No,None,-0.012
1/1/18,FS,German Shepherd Dog,No,Front leg limp Blood in stool once.,-0.012
23/10/2022,MN,Golden Retriever,No,Starting to have lumps unsure of type plan to biopsy later this year or sooner if changing ,-0.012
20/01/2001,MN,Labrador Retriever,No,acute weight loss,-0.012
5/12/17,FS,Labrador Retriever,No,NA,-0.012
9/9/14,F,Dobermann,No,"Spondylosis Kidney disease	",-0.012
1/1/17,NA,Golden Retriever,No,Drinking a lot lump on chest ,-0.012
4/10/19,MN,Golden Retriever,No,Just being proactive ,-0.012
27/05/2014,FS,Australian Shepherd,No,Elevated Liver Enzymes ,-0.012
10/1/14,NA,Golden Retriever,Yes,He has lots of fatty tumors and lumps that we get checked. He also had a digit removed for fear of cancer but it was clear,-0.012
31/12/1229,MN,Jack Russell Terrier,No,NA,-0.012
30/04/2014,MN,american english coonhound,Yes,Hacking/coughing occasional heavy breathing ,-0.012
3/11/13,MN,Bulldog,No,Atopic dermatitis ,-0.012
6/7/16,MN,Shih Tzu,No,NA,-0.012
5/2/19,MN,Rhodesian Ridgeback,No,NA,-0.012
12/6/23,FS,Dalmatian,No,hormonal issues inappetence ,-0.011
25/06/2015,M,English Cocker Spaniel,No,Post splenectomy 8/2023. Mild decline in hematocrit and hemoglobin since then.  No cancer was detected in the spleen ,-0.011
17/10/2013,NA,Golden Retriever,No,Hootie is a senior dog so I am concerned for his continued good health,-0.011
8/12/18,MN,Golden Retriever,No,N/A,-0.011
27/07/2018,FS,French Bulldog,No,Susceptibility to illness,-0.011
1/10/12,MN,Schnauzer,No,Mitral heart murmur Epulis Blindness ,-0.011
1/3/25,FS,Dalmatian,No,NA,-0.011
4/2/16,M,German Shepherd Dog,Yes,Bump on chest,-0.011
21/09/2014,FS,Golden Retriever,No,None,-0.011
14/02/2018,M,Labrador Retriever,No,Vulnerable Breed,-0.011
17/04/2012,FS,Golden Retriever,Yes,none,-0.011
19/11/2020,MN,Bernese Mountain Dog,No, UTI occasional gastroenteritis occasional joint pain,-0.011
28/06/2024,F,Jack Russell Terrier,Yes,X-ray shows a tumor in her lung and she is wheezing,-0.011
23/12/2022,FS,Golden Retriever,No,None,-0.011
4/11/17,FS,Pitbull,No,possible seizure ,-0.011
18/02/2015,FS,Belgian Shepherd Dog,Yes,NA,-0.011
9/11/11,FS,Labrador Retriever,No,NA,-0.011
26/09/2013,MN,Golden Retriever,No,catarcts hip dysplasia arthritis gall bladder & spleen removed mast cell tumor removed,-0.01
28/02/2024,FS,American Staffordshire Terrier,Yes,Just being proactive since we do not know the breeds she is she is a mutt along with her brother - nowhere to check that,-0.01
11/11/11,MN,Golden Retriever,Yes,Chronic UTI,-0.01
1/5/18,FS,mix,No,i don’t have any concerns. just want to be proactive ,-0.01
12/1/18,FS,Golden Retriever,No,None,-0.01
1/11/17,FS,Italian Cane Corso,Yes,NA,-0.01
26/10/2020,FS,Bernese Mountain Dog,No,Hx GI discomfort gas belching,-0.01
7/12/01,FS,French Bulldog,No,NA,-0.01
